disease	CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	CD4_1M_50K_5kb_within_newbmap_CHiCAGO_peakm_PIR_intersect_RE	CD4_1M_50K_merged_reweighting_peakmatrix_score5_PIR_intersect_RE	ILC3_merged_bin5K_score5_PIR_intersect_RE	ILC_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE
Triglyceride levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.33861813729068985	0.2031227503419761
Triglycerides	0.29523808405211005	0.30281790907682987	0.28538327204659963	0.21807557628687838	0.2031227503419761
Triglycerides Blood Pressure  TG BP	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Triglycerides x physical activity interaction  2df test	0.12289273547513084	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Tuberculosis	0.780813390916516	1.033747761901883	0.28538327204659963	0.2231513712168656	0.2031227503419761
Type 1 diabetes	5.886917980615811	4.860125547066281	0.8262257670298631	4.066349963206244	4.372515721191625
Type 1 diabetes and autoimmune thyroid diseases	0.2159607741497301	0.271624146741511	0.28538327204659963	0.481485412422566	0.37476734683104834
Type 2 diabetes	0.345275654924098	0.38687587968402687	0.28538327204659963	0.21807557628687838	0.2031227503419761
Type 2 diabetes  adjusted for BMI	0.2786018494433196	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Ulcerative colitis	3.7804772352796103	0.9690064885183263	0.28538327204659963	0.5675690263857316	1.1555920570696627
Urate levels	0.014199314784231585	0.038055349459860215	0.28538327204659963	0.21807557628687838	0.07555384525798028
Urate levels in overweight individuals	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Urea levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Uric acid levels	0.08907532254160254	0.1380950780954889	0.28538327204659963	0.21807557628687838	0.2031227503419761
Urinary albumin excretion	0.30207341872545335	0.1804332961296298	0.28538327204659963	0.2867683790132181	0.6108336701943854
Urinary albumin excretion  no hypertensive medication	0.16201522243753047	0.15277813054109549	0.28538327204659963	0.21807557628687838	0.34353271297153143
Urinary albumin to creatinine ratio	0.29523808405211005	0.38687587968402687	0.28538327204659963	1.3570316709159678	0.6997525389882738
Urinary metabolite concentrations in chronic kidney disease	0.2756196849598857	0.3771338297635106	0.28538327204659963	0.21807557628687838	0.2031227503419761
Urinary metabolites	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.1499062462665088	0.1258763969641916
Urinary metabolites  H NMR features	0.08623934289530232	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Uterine fibroids	0.06706988649561992	0.09571041709213658	0.6244513800911904	0.7412925662870075	0.6108336701943854
Varicose veins	0.6942542596256536	1.033747761901883	0.28538327204659963	0.31564944080683227	0.2031227503419761
Vascular endothelial growth factor levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	1.096912944505703
Velopharyngeal dysfunction	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Venous thromboembolism	0.11187169514722724	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Vertical cup disc ratio	0.12900155390421772	0.09826411595002785	0.28538327204659963	0.21807557628687838	0.07719264180256295
Vigorous physical activity	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Vincristine induced peripheral neuropathy in acute lymphoblastic leukemia	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Vitamin D levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Vitiligo	2.3601023881125305	1.6014477673518894	0.28538327204659963	0.9038410073569006	1.009530415459364
Waist circumference	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.12443414735786157	0.07555384525798028
Waist circumference adjusted for BMI  adjusted for smoking behaviour	0.16201522243753047	0.12611377663074555	0.28538327204659963	0.083348129859508	0.04225313725809045
Waist circumference adjusted for BMI  joint analysis main effects and physical activity interaction	0.016509709586170162	0.026152630689815017	0.28538327204659963	0.06165765374451176	0.07933376983469499
Waist circumference adjusted for BMI  joint analysis main effects and smoking interaction	0.16076809029426306	0.12383390595915687	0.28538327204659963	0.07754398642397715	0.04174076441022479
Waist circumference adjusted for BMI in active individuals	0.04132310025395797	0.038055349459860215	0.28538327204659963	0.12930774124004857	0.192114650522769
Waist circumference adjusted for BMI in non smokers	0.011488852706732174	0.04003008708691315	0.28538327204659963	0.0754854230161519	0.03817426171364873
Waist circumference adjusted for body mass index	0.08640777993273302	0.10167517914220366	0.28538327204659963	0.09387735102707223	0.07887272771278125
Waist hip ratio	0.3772591669807006	0.397697327797036	1.3985666770341683	0.21807557628687838	0.05292493639106699
Waist to hip ratio adjusted for BMI	0.0972586680243926	0.10167517914220366	0.28538327204659963	0.06515244004264874	0.10497327686044959
Waist to hip ratio adjusted for BMI  additive genetic model	0.06706988649561992	0.04877256945246841	0.28538327204659963	0.15944104644986387	0.2031227503419761
Waist to hip ratio adjusted for BMI  adjusted for smoking behaviour	0.16201522243753047	0.09836689165686034	0.28538327204659963	0.21807557628687838	0.08594997387202297
Waist to hip ratio adjusted for BMI  age  50	0.156611725540499	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Waist to hip ratio adjusted for BMI  joint analysis for main effect and physical activity interaction	0.051495288324244964	0.03624057929056514	0.28538327204659963	0.21807557628687838	0.07555384525798028
Waist to hip ratio adjusted for BMI  joint analysis main effects and smoking interaction	0.12900155390421772	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Waist to hip ratio adjusted for BMI in active individuals	0.08255924355302695	0.05120534964603362	0.28538327204659963	0.21807557628687838	0.10763451146580535
Waist to hip ratio adjusted for BMI in non smokers	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Waist to hip ratio adjusted for BMI x sex interaction	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Waist to hip ratio adjusted for BMI x sex x age interaction  4df test	0.18048301318758575	0.1380950780954889	0.28538327204659963	0.21807557628687838	0.047676487554344046
Waist to hip ratio adjusted for body mass index	0.04132310025395797	0.044427624482143276	0.28538327204659963	0.03685532053656196	0.06024365776595866
Weight	0.08255924355302695	0.12130694881454451	0.28538327204659963	0.21807557628687838	0.2031227503419761
Well being spectrum  multivariate analysis	4.34294699063126e-07	8.68589832373386e-07	0.23134601054750106	0.018964178748938024	0.0001601417277022164
White blood cell count	1.4625039400439446	0.4594811461315112	0.2808092049230911	1.0900304714236468	1.2620861208998533
White blood cell count  basophil	0.29523808405211005	0.9674182221943762	0.28538327204659963	0.06440926197831996	0.11456988618259202
White blood cell count  monocyte	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
White matter hyperintensity burden	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
White matter microstructure  global fractional anisotropy	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Wilms tumor	0.16201522243753047	0.18670810719673817	0.28538327204659963	0.21807557628687838	0.2031227503419761
Worry	0.16201522243753047	0.04877256945246841	0.28538327204659963	0.06515244004264874	0.032687034322056094
Worry too long after an embarrassing experience	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.19862414157472505	0.14975348700113728
Worry vulnerability  special factor of neuroticism	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
nicotine metabolite ratio in current smokers	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
vWF levels	0.0895185686547722	0.168451798334894	0.28538327204659963	0.21807557628687838	0.27528047598219846
